id_cliente;idade;classe_trabalho;escolaridade;id_estado;estado_civil;raca;qtde_filhos;salario
3485;35;Funcionário Setor Privado;Ensino Médio Incompleto;26;Casado;Branco;4;1100
3486;25;Funcionário Setor Privado;Ensino Médio Completo;22;Solteiro;Branco;0;3665
3487;21;Funcionário Setor Privado;Ensino Médio Completo;3;Solteiro;Negro;2;2591
3488;18;Funcionário Setor Privado;Ensino Médio Incompleto;11;Solteiro;Negro;1;1100
3489;35;Autônomo;Ensino Médio Completo;21;Casado;Branco;4;3027
3490;20;Funcionário Setor Privado;Ensino Médio Incompleto;6;Casado;Branco;1;1100
3491;26;Funcionário Setor Privado;Mestrado;18;Casado;Branco;1;6432
3492;46;Funcionário Setor Privado;Ensino Médio Completo;16;Casado;Branco;4;3005
3493;31;Funcionário Setor Privado;Ensino Médio Completo;5;Solteiro;Branco;2;3671
3494;40;Funcionário Setor Privado;Mestrado;25;Casado;Branco;4;6979
3495;40;Funcionário Setor Privado;Ensino Médio Incompleto;10;Divorciado;Branco;3;1100
3496;31;Funcionário Setor Privado;Ensino Médio Completo;5;Solteiro;Branco;3;2044
3497;32;Autônomo;Doutorado;5;Casado;Branco;0;9149
3498;23;Autônomo;Ensino Médio Completo;17;Divorciado;Branco;2;2770
3499;25;Empresário;Mestrado;19;Solteiro;Branco;1;3933
3500;37;Funcionário Setor Privado;Ensino Médio Completo;8;Casado;Branco;5;2519
3501;18;Funcionário Setor Privado;Ensino Médio Completo;26;Solteiro;Branco;1;3630
3502;55;Funcionário Setor Privado;Ensino Médio Incompleto;27;Viúvo;Branco;4;1100
3503;52;Funcionário Setor Privado;Ensino Fundamental Completo;21;Divorciado;Branco;1;1100
3504;26;Funcionário Setor Privado;Ensino Médio Incompleto;1;Solteiro;Branco;5;1100
3505;37;Funcionário Setor Privado;Ensino Médio Completo;25;Solteiro;Branco;4;3556
3506;39;Funcionário Setor Privado;Ensino Médio Incompleto;11;Divorciado;Branco;3;1100
3507;62;Autônomo;Ensino Médio Completo;12;Divorciado;Branco;5;3267
3508;19;;Ensino Médio Completo;27;Solteiro;Branco;2;3819
3509;47;Funcionário Setor Privado;Ensino Médio Incompleto;5;Casado;Branco;1;1100
3510;51;Empresário;Ensino Médio Completo;23;Casado;Branco;1;14121
3511;55;Funcionário Setor Privado;Ensino Médio Incompleto;15;Divorciado;Branco;3;1100
3512;30;Funcionário Setor Privado;Ensino Médio Incompleto;4;Casado;Branco;5;1100
3513;59;Funcionário Público;Ensino Médio Completo;4;Casado;Branco;4;4398
3514;45;Autônomo;Ensino Fundamental Completo;8;Casado;Branco;3;1100
3515;52;Funcionário Setor Privado;Ensino Médio Completo;24;Casado;Branco;2;2490
3516;21;Funcionário Setor Privado;Ensino Médio Incompleto;4;Solteiro;Branco;2;1100
3517;31;Funcionário Setor Privado;Ensino Médio Incompleto;8;Casado;Branco;2;1100
3518;29;Funcionário Setor Privado;Ensino Médio Completo;8;Solteiro;Negro;4;2256
3519;24;Funcionário Setor Privado;Ensino Médio Incompleto;2;Casado;Branco;2;1100
3520;17;Menor Aprendiz;Ensino Fundamental Completo;6;Solteiro;Branco;1;1100
3521;47;Funcionário Setor Privado;Ensino Médio Incompleto;26;Divorciado;Negro;3;1100
3522;46;Funcionário Setor Privado;Ensino Médio Completo;16;Casado;Branco;0;2000
3523;32;;Ensino Médio Incompleto;14;Divorciado;Branco;3;1100
3524;34;Funcionário Setor Privado;Ensino Fundamental Completo;6;Solteiro;Branco;1;1100
3525;63;Funcionário Setor Privado;Ensino Médio Incompleto;22;Casado;Branco;2;1100
3526;21;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;3;2074
3527;18;Funcionário Setor Privado;Ensino Médio Incompleto;2;Solteiro;Negro;2;1100
3528;49;Servidor Público;Doutorado;24;Casado;Branco;3;10235
3529;81;Aposentado;Ensino Médio Incompleto;8;Viúvo;Branco;5;6330
3530;36;MEI;Ensino Médio Completo;12;Casado;Branco;4;4094
3531;47;Funcionário Setor Privado;Ensino Médio Incompleto;15;Casado;Branco;0;1100
3532;36;Funcionário Setor Privado;Mestrado;22;Casado;Branco;3;9246
3533;39;Autônomo;Ensino Médio Completo;11;Casado;Branco;5;3507
3534;46;Funcionário Setor Privado;Ensino Médio Completo;9;Solteiro;Branco;4;2173
3535;43;Empresário;Ensino Médio Completo;9;Casado;Branco;2;16590
3536;39;Empresário;Ensino Médio Completo;7;Divorciado;Branco;3;18805
3537;29;Funcionário Setor Privado;Ensino Médio Completo;14;Separado;Branco;1;3937
3538;23;Funcionário Setor Privado;Ensino Médio Incompleto;19;Solteiro;Negro;5;1100
3539;57;Funcionário Setor Privado;Ensino Fundamental Completo;1;Casado;Branco;3;1100
3540;38;Autônomo;Ensino Médio Incompleto;8;Solteiro;Negro;0;1100
3541;25;Funcionário Setor Privado;Ensino Médio Completo;2;Solteiro;Branco;1;3304
3542;39;Empresário;Ensino Médio Completo;27;Casado;Branco;4;10285
3543;24;Funcionário Setor Privado;Ensino Médio Completo;1;Solteiro;Negro;2;3235
3544;56;Funcionário Setor Privado;Mestrado;3;Casado;Branco;1;8492
3545;39;Funcionário Setor Privado;Ensino Médio Incompleto;27;Divorciado;Branco;4;1100
3546;23;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;5;3804
3547;17;Menor Aprendiz;Ensino Médio Incompleto;4;Solteiro;Amarelo;1;1100
3548;67;Aposentado;Ensino Médio Incompleto;17;Divorciado;Branco;2;4621
3549;41;Funcionário Setor Privado;Ensino Médio Completo;26;Solteiro;Pardo;5;3737
3550;24;Empresário;Ensino Médio Completo;19;Solteiro;Branco;2;12230
3551;51;Funcionário Setor Privado;Ensino Médio Completo;20;Divorciado;Negro;2;2573
3552;30;MEI;Ensino Médio Incompleto;16;Divorciado;Branco;5;5141
3553;47;MEI;Ensino Médio Incompleto;25;Casado;Branco;3;4619
3554;56;Funcionário Setor Privado;Ensino Médio Incompleto;22;Solteiro;Branco;4;1100
3555;51;Funcionário Setor Privado;Ensino Médio Incompleto;17;Divorciado;Branco;1;1100
3556;57;Autônomo;Ensino Médio Completo;4;Casado;Branco;4;2712
3557;34;Funcionário Setor Privado;Ensino Médio Completo;10;Divorciado;Branco;1;2122
3558;24;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;5;3636
3559;57;Funcionário Setor Privado;Ensino Médio Incompleto;13;Casado;Branco;2;1100
3560;38;Funcionário Setor Privado;Ensino Médio Incompleto;10;Casado;Branco;1;1100
3561;23;Funcionário Setor Privado;Ensino Médio Incompleto;1;Solteiro;Branco;2;1100
3562;35;Funcionário Setor Privado;Ensino Fundamental Incompleto;13;Casado;Branco;4;1100
3563;58;Funcionário Setor Privado;Ensino Médio Incompleto;13;Casado;Branco;2;1100
3564;19;;Ensino Médio Incompleto;9;Solteiro;Branco;0;1100
3565;19;;Ensino Fundamental Incompleto;5;Solteiro;Branco;0;1100
3566;68;Aposentado;Doutorado;8;Casado;Branco;4;5216
3567;43;Funcionário Setor Privado;Ensino Médio Completo;9;Casado;Branco;1;3223
3568;17;Menor Aprendiz;Ensino Médio Incompleto;9;Solteiro;Branco;0;1100
3569;53;Servidor Público;Doutorado;19;Casado;Branco;1;13759
3570;37;MEI;Doutorado;1;Casado;Negro;2;1922
3571;21;;Ensino Médio Completo;6;Solteiro;Pardo;3;2623
3572;63;Funcionário Setor Privado;Ensino Médio Incompleto;11;Casado;Branco;1;1100
3573;31;Funcionário Setor Privado;Ensino Médio Completo;11;União Estável;Branco;4;2336
3574;29;Funcionário Setor Privado;Ensino Médio Incompleto;11;Casado;Branco;3;1100
3575;43;Empresário;Ensino Médio Completo;12;Casado;Branco;1;19689
3576;27;Funcionário Setor Privado;Mestrado;24;Solteiro;Branco;4;9133
3577;25;Autônomo;Ensino Médio Incompleto;24;Solteiro;Branco;4;1100
3578;28;Funcionário Setor Privado;Ensino Médio Incompleto;25;Solteiro;Branco;0;1100
3579;54;Funcionário Setor Privado;Ensino Médio Incompleto;10;Divorciado;Branco;3;1100
3580;74;Aposentado;Ensino Médio Completo;23;Viúvo;Branco;0;6108
3581;31;Empresário;Ensino Médio Completo;5;Solteiro;Indígena;2;13857
3582;23;Funcionário Setor Privado;Ensino Médio Completo;22;Solteiro;Branco;1;3518
3583;19;Funcionário Setor Privado;Ensino Médio Completo;18;Solteiro;Branco;2;3128
3584;39;;Analfabeto;16;Viúvo;Branco;4;1100
3585;61;Autônomo;Ensino Médio Incompleto;3;Casado;Branco;2;1100
3586;59;;Ensino Médio Incompleto;24;Casado;Branco;0;1100
3587;27;MEI;Ensino Médio Completo;2;Casado;Branco;1;5199
3588;19;Funcionário Setor Privado;Ensino Médio Completo;5;Solteiro;Negro;1;2359
3589;23;;Ensino Médio Incompleto;25;Solteiro;Branco;3;1100
3590;25;Empresário;Ensino Médio Incompleto;25;Divorciado;Indígena;1;6866
3591;40;Funcionário Setor Privado;Ensino Médio Completo;23;Casado;Branco;4;2510
3592;53;Funcionário Setor Privado;Ensino Médio Incompleto;25;Divorciado;Branco;3;1100
3593;32;Funcionário Setor Privado;Ensino Médio Completo;24;Solteiro;Branco;3;2942
3594;72;Aposentado;Doutorado;21;Casado;Branco;2;1693
3595;61;Funcionário Setor Privado;Ensino Fundamental Incompleto;21;Casado;Branco;1;1100
3596;42;Funcionário Setor Privado;Ensino Médio Incompleto;22;Casado;Branco;3;1100
3597;17;Menor Aprendiz;Ensino Fundamental Completo;15;Solteiro;Indígena;1;1100
3598;73;Aposentado;Ensino Médio Incompleto;15;Casado;Branco;1;5349
3599;41;Autônomo;Ensino Médio Completo;26;Separado;Branco;0;3559
3600;23;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Negro;3;3525
3601;23;Funcionário Setor Privado;Ensino Médio Incompleto;10;Solteiro;Branco;3;1100
3602;65;Funcionário Setor Privado;Ensino Médio Completo;3;Casado;Branco;3;3006
3603;45;MEI;Ensino Médio Incompleto;13;Casado;Branco;4;2237
3604;52;Funcionário Público;Ensino Médio Completo;18;Casado;Negro;4;3780
3605;24;Empresário;Ensino Médio Completo;26;Solteiro;Negro;1;12603
3606;23;Funcionário Setor Privado;Ensino Médio Completo;5;Casado;Branco;4;2993
3607;30;Funcionário Setor Privado;Ensino Médio Completo;24;Divorciado;Branco;5;3953
3608;26;Funcionário Setor Privado;Ensino Médio Completo;4;Solteiro;Branco;0;2754
3609;37;Autônomo;Ensino Médio Incompleto;11;Divorciado;Branco;0;1100
3610;17;Menor Aprendiz;Ensino Médio Incompleto;6;Solteiro;Branco;1;1100
3611;31;Funcionário Setor Privado;Ensino Médio Incompleto;2;Casado;Branco;2;1100
3612;52;Funcionário Setor Privado;Ensino Médio Incompleto;26;Separado;Branco;3;1100
3613;63;Funcionário Setor Privado;Ensino Médio Completo;2;Solteiro;Branco;1;2955
3614;27;Funcionário Setor Privado;Ensino Médio Incompleto;20;Solteiro;Branco;3;1100
3615;31;Funcionário Setor Privado;Ensino Fundamental Completo;5;Casado;Branco;4;1100
3616;71;Aposentado;Ensino Médio Incompleto;1;Viúvo;Branco;1;6117
3617;35;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;5;2693
3618;44;Funcionário Setor Privado;Ensino Médio Incompleto;1;Casado;Branco;2;1100
3619;36;Funcionário Setor Privado;Mestrado;23;Casado;Pardo;4;10576
3620;22;Funcionário Setor Privado;Ensino Médio Completo;17;Solteiro;Branco;2;2466
3621;32;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;3;1100
3622;30;Empresário;Ensino Médio Completo;5;Divorciado;Branco;5;8698
3623;60;;Ensino Médio Incompleto;13;Casado;Branco;1;1100
3624;25;Funcionário Setor Privado;Ensino Médio Completo;4;Solteiro;Branco;2;2741
3625;76;Aposentado;Ensino Fundamental Incompleto;21;Viúvo;Branco;0;2775
3626;41;Funcionário Setor Privado;Ensino Médio Incompleto;2;Divorciado;Branco;0;1100
3627;26;Funcionário Setor Privado;Ensino Fundamental Incompleto;9;Casado;Amarelo;4;1100
3628;45;Funcionário Setor Privado;Ensino Médio Incompleto;25;Casado;Pardo;3;1100
3629;32;Funcionário Setor Privado;Ensino Médio Completo;7;Divorciado;Branco;0;3301
3630;22;Funcionário Setor Privado;Ensino Médio Incompleto;12;Solteiro;Branco;5;1100
3631;39;Funcionário Setor Privado;Ensino Médio Completo;19;Casado;Branco;5;2287
3632;63;Autônomo;Ensino Médio Completo;13;Solteiro;Branco;5;2807
3633;23;Funcionário Setor Privado;Ensino Médio Completo;12;Solteiro;Branco;0;2572
3634;61;Funcionário Setor Privado;Ensino Fundamental Completo;9;Casado;Branco;5;1100
3635;31;Servidor Público;Ensino Médio Completo;6;Casado;Branco;2;3814
3636;25;Funcionário Setor Privado;Ensino Fundamental Completo;3;Casado;Branco;3;1100
3637;33;Funcionário Setor Privado;Ensino Médio Incompleto;4;Solteiro;Branco;5;1100
3638;39;Funcionário Setor Privado;Ensino Médio Incompleto;13;Casado;Branco;0;1100
3639;53;Funcionário Setor Privado;Ensino Médio Completo;1;Casado;Pardo;2;2686
3640;26;Funcionário Público;Ensino Médio Completo;23;Solteiro;Branco;0;5190
3641;21;Funcionário Setor Privado;Ensino Médio Completo;14;Solteiro;Branco;2;2741
3642;18;Funcionário Setor Privado;Ensino Médio Incompleto;20;Solteiro;Negro;1;1100
3643;34;Funcionário Setor Privado;Ensino Médio Completo;25;Casado;Branco;0;2815
3644;44;Servidor Público;Mestrado;7;Casado;Negro;5;7813
3645;31;Funcionário Setor Privado;Ensino Médio Incompleto;24;Divorciado;Branco;4;1100
3646;44;Funcionário Setor Privado;Ensino Médio Incompleto;25;Casado;Branco;2;1100
3647;42;Funcionário Setor Privado;Mestrado;19;Casado;Branco;1;7108
3648;43;Funcionário Setor Privado;Ensino Médio Incompleto;8;Casado;Branco;1;1100
3649;33;Funcionário Setor Privado;Ensino Médio Completo;26;Casado;Pardo;3;3741
3650;21;Funcionário Setor Privado;Ensino Médio Completo;1;Solteiro;Negro;1;3435
3651;30;Funcionário Setor Privado;Ensino Médio Incompleto;18;Casado;Branco;5;1100
3652;55;Funcionário Setor Privado;Ensino Médio Incompleto;7;Casado;Branco;5;1100
3653;57;Funcionário Setor Privado;Ensino Médio Completo;18;Solteiro;Branco;5;2459
3654;37;Funcionário Setor Privado;Ensino Médio Incompleto;6;Solteiro;Branco;1;1100
3655;32;Funcionário Setor Privado;Ensino Médio Incompleto;3;Casado;Branco;5;1100
3656;62;Autônomo;Ensino Médio Completo;5;Casado;Branco;2;2647
3657;31;Autônomo;Ensino Médio Completo;21;Solteiro;Negro;1;3103
3658;51;Funcionário Setor Privado;Ensino Médio Completo;19;Casado;Branco;1;3923
3659;37;Funcionário Setor Privado;Mestrado;5;Divorciado;Branco;0;9019
3660;45;Funcionário Setor Privado;Ensino Fundamental Incompleto;7;Casado;Branco;1;1100
3661;47;Funcionário Setor Privado;Ensino Médio Completo;24;Casado;Branco;1;2953
3662;31;;Ensino Médio Incompleto;12;Divorciado;Branco;2;1100
3663;75;Aposentado;Ensino Médio Incompleto;26;Casado;Branco;1;3373
3664;43;Funcionário Setor Privado;Mestrado;18;Casado;Amarelo;5;10263
3665;39;Funcionário Setor Privado;Ensino Médio Completo;27;Casado;Branco;1;3770
3666;30;Funcionário Setor Privado;Ensino Médio Completo;11;Casado;Branco;5;2071
3667;27;Funcionário Setor Privado;Ensino Fundamental Incompleto;24;Solteiro;Branco;0;1100
3668;44;Funcionário Setor Privado;Ensino Médio Incompleto;14;Casado;Indígena;5;1100
3669;53;Empresário;Mestrado;6;Divorciado;Branco;2;11132
3670;40;Funcionário Setor Privado;Ensino Médio Completo;9;Casado;Branco;4;2504
3671;18;Funcionário Setor Privado;Ensino Médio Incompleto;24;Solteiro;Branco;2;1100
3672;33;Funcionário Setor Privado;Ensino Médio Completo;1;Casado;Negro;2;3002
3673;20;Funcionário Setor Privado;Ensino Médio Incompleto;25;Solteiro;Branco;2;1100
3674;38;Funcionário Setor Privado;Ensino Médio Completo;15;Casado;Negro;2;3703
3675;48;Funcionário Setor Privado;Ensino Médio Incompleto;22;Divorciado;Branco;5;1100
3676;46;Autônomo;Ensino Médio Incompleto;17;Casado;Branco;3;1100
3677;51;Funcionário Setor Privado;Ensino Médio Incompleto;19;Casado;Branco;0;1100
3678;35;Autônomo;Ensino Médio Incompleto;21;Solteiro;Branco;3;1100
3679;24;Funcionário Setor Privado;Ensino Fundamental Incompleto;17;Solteiro;Branco;0;1100
3680;30;Funcionário Setor Privado;Ensino Médio Completo;2;Divorciado;Branco;2;3458
3681;70;Aposentado;Ensino Médio Incompleto;13;Casado;Branco;1;1315
3682;26;Funcionário Setor Privado;Ensino Médio Incompleto;12;Casado;Branco;2;1100
3683;34;Funcionário Setor Privado;Ensino Médio Incompleto;8;Casado;Branco;1;1100
3684;46;Funcionário Setor Privado;Ensino Médio Incompleto;10;Casado;Branco;4;1100
3685;70;Aposentado;Ensino Médio Incompleto;18;Casado;Branco;2;1270
3686;37;Empresário;Ensino Médio Completo;13;Casado;Branco;1;5897
3687;36;Autônomo;Ensino Médio Completo;10;Divorciado;Branco;0;2144
3688;23;Funcionário Setor Privado;Ensino Fundamental Completo;8;Solteiro;Branco;5;1100
3689;28;Funcionário Setor Privado;Ensino Médio Incompleto;23;Casado;Branco;1;1100
3690;44;Autônomo;Ensino Médio Completo;12;Casado;Branco;4;2250
3691;58;Funcionário Setor Privado;Ensino Médio Incompleto;13;Divorciado;Branco;2;1100
3692;53;Funcionário Setor Privado;Ensino Médio Completo;22;Casado;Branco;3;2342
3693;23;Funcionário Setor Privado;Ensino Médio Completo;11;Casado;Branco;4;2398
3694;26;Funcionário Setor Privado;Ensino Médio Incompleto;21;Solteiro;Negro;2;1100
3695;21;;Ensino Médio Completo;18;Casado;Branco;1;2077
3696;34;Empresário;Mestrado;17;Divorciado;Branco;1;19876
3697;43;Funcionário Setor Privado;Ensino Médio Incompleto;26;Casado;Branco;2;1100
3698;22;Funcionário Setor Privado;Ensino Médio Completo;15;Solteiro;Negro;4;2036
3699;41;Funcionário Setor Privado;Ensino Médio Completo;16;Casado;Indígena;1;2079
3700;36;Funcionário Setor Privado;Ensino Médio Incompleto;8;Casado;Pardo;3;1100
3701;41;Empresário;Ensino Médio Completo;23;Casado;Branco;4;4771
3702;27;Funcionário Setor Privado;Ensino Médio Incompleto;24;Solteiro;Branco;1;1100
3703;42;Autônomo;Ensino Médio Completo;24;Casado;Branco;4;3849
3704;27;Funcionário Setor Privado;Ensino Médio Completo;7;Solteiro;Branco;4;3110
3705;41;Funcionário Setor Privado;Ensino Médio Incompleto;4;Divorciado;Branco;0;1100
3706;32;Funcionário Setor Privado;Ensino Médio Completo;23;Casado;Pardo;5;2188
3707;21;Funcionário Setor Privado;Ensino Médio Completo;15;Solteiro;Pardo;3;3204
3708;44;Funcionário Setor Privado;Ensino Médio Completo;26;Casado;Negro;0;2561
3709;29;Funcionário Setor Privado;Ensino Médio Completo;25;Solteiro;Branco;0;2699
3710;19;Autônomo;Ensino Médio Completo;26;Solteiro;Branco;0;2782
3711;21;Empresário;Ensino Médio Completo;1;Solteiro;Branco;0;3675
3712;46;Funcionário Setor Privado;Ensino Médio Incompleto;17;Casado;Branco;2;1100
3713;38;Funcionário Setor Privado;Ensino Médio Completo;3;Casado;Branco;1;2121
3714;43;Funcionário Setor Privado;Ensino Médio Completo;7;Solteiro;Branco;4;2153
3715;54;MEI;Ensino Médio Incompleto;16;Casado;Branco;1;3269
3716;38;Funcionário Setor Privado;Mestrado;27;Casado;Branco;5;10968
3717;18;;Ensino Médio Completo;4;Solteiro;Branco;1;2365
3718;50;Funcionário Setor Privado;Ensino Médio Incompleto;26;Casado;Branco;1;1100
3719;30;Funcionário Setor Privado;Ensino Médio Completo;21;Casado;Branco;5;2570
3720;30;Funcionário Setor Privado;Ensino Fundamental Completo;4;Casado;Branco;1;1100
3721;28;Empresário;Ensino Médio Incompleto;13;Solteiro;Indígena;2;19359
3722;26;Funcionário Setor Privado;Ensino Médio Completo;22;Solteiro;Branco;4;3734
3723;37;Funcionário Público;Ensino Médio Completo;3;Casado;Branco;3;5430
3724;32;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;4;1100
3725;64;Servidor Público;Mestrado;13;Casado;Branco;1;8085
3726;18;Funcionário Setor Privado;Ensino Médio Incompleto;11;Solteiro;Branco;1;1100
3727;30;Funcionário Setor Privado;Ensino Médio Completo;5;Casado;Branco;3;3780
3728;36;;Ensino Médio Completo;3;Casado;Branco;0;2806
3729;18;Funcionário Setor Privado;Ensino Médio Incompleto;5;Solteiro;Negro;1;1100
3730;27;Funcionário Setor Privado;Ensino Médio Incompleto;25;Casado;Branco;3;1100
3731;49;Funcionário Setor Privado;Ensino Fundamental Completo;7;Casado;Branco;2;1100
3732;46;Servidor Público;Ensino Médio Incompleto;14;Casado;Branco;1;1121
3733;37;Funcionário Setor Privado;Ensino Médio Incompleto;1;Casado;Branco;4;1100
3734;30;Funcionário Setor Privado;Ensino Médio Completo;23;Divorciado;Branco;1;2672
3735;29;Funcionário Setor Privado;Ensino Médio Incompleto;10;Divorciado;Amarelo;3;1100
3736;22;;Ensino Médio Incompleto;1;Solteiro;Branco;4;1100
3737;25;Autônomo;Ensino Médio Incompleto;10;Casado;Branco;3;1100
3738;38;Funcionário Setor Privado;Ensino Médio Incompleto;13;Separado;Negro;4;1100
3739;32;;Ensino Médio Completo;11;Divorciado;Branco;4;2892
3740;35;Funcionário Setor Privado;Ensino Médio Completo;5;Casado;Branco;5;2489
3741;56;Funcionário Setor Privado;Mestrado;15;Casado;Branco;1;10068
3742;29;Funcionário Setor Privado;Ensino Médio Completo;13;Divorciado;Branco;0;2413
3743;41;Funcionário Setor Privado;Ensino Médio Incompleto;16;Casado;Branco;3;1100
3744;47;Funcionário Setor Privado;Ensino Médio Incompleto;16;Casado;Branco;0;1100
3745;23;Funcionário Setor Privado;Ensino Médio Completo;3;Solteiro;Pardo;3;2975
3746;46;Autônomo;Ensino Médio Completo;5;Casado;Branco;3;2524
3747;28;Empresário;Ensino Médio Incompleto;7;Solteiro;Negro;0;13255
3748;39;Funcionário Setor Privado;Ensino Médio Completo;10;Divorciado;Branco;1;2188
3749;42;Autônomo;Ensino Médio Completo;24;Casado;Branco;1;2136
3750;39;Funcionário Setor Privado;Ensino Médio Incompleto;19;Casado;Branco;2;1100
3751;68;Aposentado;Ensino Fundamental Incompleto;3;Casado;Branco;1;4908
3752;37;MEI;Ensino Médio Completo;5;Casado;Branco;0;1450
3753;57;Funcionário Setor Privado;Mestrado;10;Solteiro;Branco;0;9305
3754;22;Funcionário Setor Privado;Ensino Médio Completo;21;Solteiro;Negro;1;3122
3755;24;Funcionário Setor Privado;Ensino Médio Completo;14;Solteiro;Branco;1;2870
3756;19;Funcionário Setor Privado;Ensino Médio Completo;27;Solteiro;Branco;1;2605
3757;55;Funcionário Setor Privado;Ensino Médio Completo;26;Divorciado;Negro;0;2925
3758;37;Empresário;Ensino Médio Incompleto;20;Casado;Branco;0;14251
3759;37;Empresário;Ensino Médio Completo;15;Solteiro;Negro;0;13695
3760;28;Funcionário Setor Privado;Ensino Médio Completo;16;Casado;Branco;2;2627
3761;27;Funcionário Setor Privado;Ensino Médio Incompleto;26;Solteiro;Branco;5;1100
3762;40;Servidor Público;Ensino Médio Completo;1;Solteiro;Branco;5;4367
3763;51;Funcionário Setor Privado;Ensino Médio Incompleto;24;Divorciado;Branco;1;1100
3764;52;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;5;3939
3765;74;Aposentado;Ensino Médio Completo;7;Viúvo;Branco;5;4986
3766;49;MEI;Ensino Médio Completo;13;Casado;Branco;4;3745
3767;20;;Ensino Médio Completo;1;Solteiro;Branco;1;2055
3768;40;Funcionário Público;Ensino Médio Completo;19;Divorciado;Branco;1;4314
3769;80;Aposentado;Ensino Médio Completo;13;Solteiro;Branco;2;3601
3770;63;Funcionário Setor Privado;Ensino Médio Completo;18;Casado;Branco;5;2913
3771;63;Funcionário Setor Privado;Ensino Médio Incompleto;27;Divorciado;Branco;5;1100
3772;51;Funcionário Setor Privado;Ensino Médio Completo;20;Divorciado;Branco;1;3892
3773;23;Funcionário Setor Privado;Ensino Médio Incompleto;13;Solteiro;Branco;5;1100
3774;66;Aposentado;Ensino Médio Incompleto;15;Viúvo;Branco;4;1440
3775;33;Autônomo;Ensino Médio Incompleto;20;Casado;Branco;5;1100
3776;49;Funcionário Setor Privado;Ensino Médio Incompleto;2;Casado;Branco;3;1100
3777;20;Funcionário Setor Privado;Ensino Médio Completo;22;Solteiro;Branco;2;3975
3778;33;MEI;Ensino Médio Completo;11;Casado;Branco;4;3328
3779;26;Funcionário Setor Privado;Ensino Médio Completo;15;Casado;Branco;1;3932
3780;52;Funcionário Setor Privado;Ensino Médio Incompleto;23;Casado;Branco;3;1100
3781;33;Funcionário Setor Privado;Ensino Médio Completo;2;Casado;Branco;4;3082
3782;47;Funcionário Setor Privado;Ensino Médio Completo;2;Divorciado;Branco;5;3138
3783;23;Funcionário Setor Privado;Ensino Médio Incompleto;14;Solteiro;Negro;0;1100
3784;53;Funcionário Público;Ensino Médio Completo;8;Casado;Branco;5;5040
3785;19;Funcionário Setor Privado;Ensino Médio Completo;16;Solteiro;Branco;1;3305
3786;26;Funcionário Público;Ensino Médio Completo;23;Solteiro;Branco;3;4972
3787;53;Funcionário Setor Privado;Ensino Fundamental Incompleto;26;Casado;Branco;5;1100
3788;65;Funcionário Setor Privado;Ensino Médio Incompleto;22;Solteiro;Branco;1;1100
3789;68;Aposentado;Ensino Médio Completo;15;Casado;Branco;3;6065
3790;30;Funcionário Setor Privado;Ensino Fundamental Completo;11;Solteiro;Branco;0;1100
3791;28;Funcionário Setor Privado;Ensino Médio Incompleto;3;Casado;Branco;4;1100
3792;54;Empresário;Ensino Fundamental Completo;12;Casado;Branco;2;9538
3793;30;Funcionário Setor Privado;Ensino Médio Incompleto;5;Solteiro;Branco;4;1100
3794;22;Funcionário Setor Privado;Ensino Médio Completo;20;Solteiro;Branco;3;2092
3795;25;Funcionário Setor Privado;Ensino Médio Incompleto;24;Solteiro;Branco;3;1100
3796;19;Funcionário Setor Privado;Ensino Médio Incompleto;24;Solteiro;Branco;1;1100
3797;19;;Ensino Médio Completo;24;Solteiro;Branco;0;3292
3798;32;Funcionário Público;Mestrado;14;Casado;Branco;1;8667
3799;23;Funcionário Setor Privado;Ensino Médio Completo;25;Solteiro;Branco;5;3068
3800;51;Empresário;Ensino Médio Completo;15;Casado;Branco;0;5788
3801;25;Funcionário Setor Privado;Ensino Médio Completo;4;Casado;Branco;2;3763
3802;46;Empresário;Ensino Médio Completo;25;Solteiro;Negro;4;7633
3803;38;Funcionário Setor Privado;Ensino Médio Completo;20;Divorciado;Branco;3;3985
3804;26;Servidor Público;Ensino Médio Incompleto;1;Casado;Pardo;0;1756
3805;46;Funcionário Setor Privado;Ensino Médio Incompleto;8;Divorciado;Branco;5;1100
3806;25;Funcionário Setor Privado;Ensino Médio Completo;8;Solteiro;Branco;4;3290
3807;20;Funcionário Setor Privado;Ensino Médio Completo;14;Solteiro;Branco;1;3272
3808;29;Empresário;Mestrado;19;Casado;Branco;2;1631
3809;51;MEI;Mestrado;23;Casado;Branco;0;4410
3810;40;Funcionário Setor Privado;Ensino Médio Completo;2;Casado;Branco;5;3363
3811;24;Funcionário Setor Privado;Ensino Médio Completo;15;Solteiro;Branco;0;3540
3812;24;Autônomo;Ensino Médio Completo;23;Solteiro;Branco;1;2146
3813;31;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Indígena;3;3412
3814;54;;Ensino Médio Incompleto;1;Divorciado;Branco;0;1100
